date,platform,product_category,model_name,condition,launch_price_usd,launch_price_inr,current_price_usd,current_price_inr,discount_pct,sale_event,stock_status,rating,reviews_count,z_score
07-03-2025,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,253.33,25010.55,0.409,Regular Sale,Out of Stock,4.5,4141,-1.099736979
07-03-2025,Flipkart,Watch,Apple Watch Series 9 (45mm),Referbished,429,42042,239.26,20665.14,0.442,Regular Sale,In Stock,4,2625,-1.196049367
07-03-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,427.69,42353.9,0.003,Regular Sale,In Stock,4.7,561,-0.715336094
07-03-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,425.12,40978.1,0.009,Regular Sale,Low Stock,4.5,588,-0.745829553
07-03-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,421.86,41563.65,0.017,Regular Sale,In Stock,4.5,444,-0.732851326
07-03-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,421.02,41338.05,0.019,Regular Sale,In Stock,4.2,317,-0.737851562
07-03-2025,Flipkart,Watch,Apple Watch Ultra,New,799,78302,594.82,57456.25,0.256,Regular Sale,In Stock,4.4,3088,-0.380605104
07-03-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,689.73,68549.95,0.137,Regular Sale,In Stock,4.6,1324,-0.134722498
07-03-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,698.13,68657.88,0.126,Regular Sale,In Stock,4.3,2768,-0.132330319
07-03-2025,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,590.28,58782.26,0.409,Regular Sale,In Stock,4.9,6389,-0.351215199
07-03-2025,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,600.35,59740.24,0.399,Regular Sale,Out of Stock,4.8,4469,-0.329982371
07-03-2025,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,604.6,59939.81,0.395,Regular Sale,Out of Stock,4.4,6928,-0.325559069
07-03-2025,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,608.04,60088.02,0.391,Regular Sale,Low Stock,4.4,3853,-0.322274118
07-03-2025,Flipkart,Mac,MacBook Air M2 256GB,Referbished,1199,117502,811.6,68431.76,0.323,Regular Sale,In Stock,4.2,1717,-0.137342081
07-03-2025,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1096.28,108311.16,0.002,Regular Sale,Low Stock,4.7,791,0.746551553
07-03-2025,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1117.79,111565.42,-0.017,Regular Sale,In Stock,4.4,1936,0.818679512
07-03-2025,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,1092.27,109136.3,0.006,Regular Sale,In Stock,4.7,1568,0.764840093
07-03-2025,Flipkart,Mac,MacBook Air M3 256GB,New,1099,107702,1118.96,109635.95,-0.018,Regular Sale,In Stock,4.3,1064,0.775914419
07-03-2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1730.59,172577.77,0.134,Regular Sale,Low Stock,4.3,6623,2.170967354
07-03-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1694.54,163275.25,0.152,Regular Sale,Low Stock,4.4,6657,1.964784758
07-03-2025,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Referbished,1999,195902,1379.35,119569.38,0.31,Regular Sale,In Stock,4.2,2679,0.996080608
07-03-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1932.93,193189.08,0.033,Regular Sale,In Stock,4.9,2612,2.627799846
07-03-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Referbished,1999,195902,1549.43,134223.92,0.225,Regular Sale,In Stock,4,211,1.320886263
07-03-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Referbished,1999,195902,1503.99,128693.66,0.248,Regular Sale,In Stock,3.9,304,1.198312663
07-03-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,Referbished,1999,195902,1678.22,139957.2,0.16,Regular Sale,Low Stock,4,548,1.447959631
07-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1974.13,191715.51,0.012,Regular Sale,In Stock,4.8,466,2.595139397
07-03-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1981.66,192800.79,0.009,Regular Sale,In Stock,4.7,540,2.619193722
07-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,2000.88,199153.36,-0.001,Regular Sale,Out of Stock,4.8,618,2.759993137
07-03-2025,Amazon,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,148.85,12464.87,0.548,Regular Sale,Low Stock,3.9,4252,-1.377801511
07-03-2025,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,196.65,19627,0.402,Regular Sale,Out of Stock,4.5,4946,-1.219058874
07-03-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,317.01,26473.78,0.471,Regular Sale,Out of Stock,4.1,4816,-1.067305707
07-03-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,709.75,59806.42,0.29,Regular Sale,In Stock,4.3,1267,-0.328515547
07-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,773.41,65631.51,0.226,Regular Sale,In Stock,4.3,841,-0.199407286
07-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1015.37,98372.85,-0.016,Regular Sale,In Stock,4.6,956,0.526277203
07-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1013.15,99743.75,-0.014,Regular Sale,In Stock,4.7,810,0.556662058
07-03-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,776.71,66034.7,0.223,Regular Sale,In Stock,3.9,1234,-0.190470916
07-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,806.17,67506.75,0.193,Regular Sale,In Stock,4.4,1384,-0.157844156
07-03-2025,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1000.1,98893.66,0.166,Regular Sale,In Stock,4.3,2588,0.537820522
07-03-2025,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,Referbished,1199,117502,783.66,66560.06,0.346,Regular Sale,In Stock,4.3,2839,-0.17882675
07-03-2025,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,598.3,58920.2,0.401,Regular Sale,Out of Stock,4.2,8398,-0.348157874
07-03-2025,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,608.97,60399.4,0.39,Regular Sale,Out of Stock,4.6,7138,-0.31537264
07-03-2025,Flipkart,iPhone,iPhone 12 Pro 128GB,Referbished,999,97902,490.33,41309.29,0.509,Regular Sale,Low Stock,4.5,4244,-0.738489003
07-03-2025,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,503.96,50062.84,0.369,Regular Sale,Low Stock,4.6,6173,-0.544473869
07-03-2025,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,888.57,85711.24,0.259,Regular Sale,Out of Stock,4.7,4103,0.245643179
07-03-2025,Amazon,iPhone,iPhone 14 128GB,New,799,78302,600.99,58352.72,0.248,Regular Sale,In Stock,4.3,1646,-0.360735594
07-03-2025,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,798.47,77074.75,0.201,Regular Sale,In Stock,4.2,3085,0.054222583
07-03-2025,Flipkart,iPhone,iPhone 14 Pro 128GB,Referbished,999,97902,661.42,55511.72,0.338,Regular Sale,In Stock,3.8,4637,-0.42370399
07-03-2025,Amazon,iPhone,iPhone 15 128GB,New,799,78302,690.19,66519.42,0.136,Regular Sale,In Stock,4.3,2900,-0.179727502
07-03-2025,Flipkart,iPhone,iPhone 15 128GB,Referbished,799,78302,528.35,45703.37,0.339,Regular Sale,In Stock,4,2729,-0.641097885
07-03-2025,Amazon,iPhone,iPhone 15 Pro Max 256GB,Referbished,1199,117502,876.16,73476.59,0.269,Regular Sale,In Stock,4.1,2672,-0.025527632
07-03-2025,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,117502,1098.14,105886.13,0.084,Regular Sale,Out of Stock,4.5,2385,0.692802786
07-03-2025,Flipkart,iPhone,iPhone 16 128GB,Referbished,799,78302,639.96,53442.77,0.199,Regular Sale,In Stock,3.9,795,-0.46956054
07-03-2025,Amazon,iPhone,iPhone 16 128GB,New,799,78302,814.66,78313.41,-0.02,Regular Sale,In Stock,4.9,728,0.081676448
07-03-2025,Amazon,iPhone,iPhone 16 128GB,New,799,78302,796.75,78864.03,0.003,Regular Sale,In Stock,4.7,593,0.093880481
07-03-2025,Flipkart,iPhone,iPhone 16 128GB,Referbished,799,78302,675.83,57311.27,0.154,Regular Sale,Out of Stock,4.4,307,-0.383818465
07-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1116.95,108967.39,-0.016,Regular Sale,In Stock,4.5,432,0.761096344
07-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1099.8,105700.97,-0.001,Regular Sale,In Stock,4.5,696,0.68869887
07-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1078.36,105704.69,0.019,Regular Sale,In Stock,4.8,385,0.68878132
07-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1103.79,108516.05,-0.004,Regular Sale,In Stock,4.4,469,0.751092769
07-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1103.11,109236.84,-0.004,Regular Sale,In Stock,4.5,674,0.767068479
08-03-2025,Flipkart,Watch,Apple Watch Series 6 ,New,429,42042,256.1,25473.8,0.403,Regular Sale,In Stock,4.7,7624,-1.089469429
08-03-2025,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,253.03,25279.9,0.41,Regular Sale,Low Stock,4.8,4557,-1.093767061
08-03-2025,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,252.62,24553.25,0.411,Regular Sale,In Stock,4.8,1957,-1.109872652
08-03-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,434,43302.06,-0.012,Regular Sale,Low Stock,4.3,845,-0.694320918
08-03-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,434.31,42803.49,-0.012,Regular Sale,Low Stock,4.6,565,-0.705371306
08-03-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,427.53,42191.05,0.003,Regular Sale,In Stock,4.7,730,-0.718945528
08-03-2025,Flipkart,Watch,Apple Watch Ultra,New,799,78302,603.14,58117.53,0.245,Regular Sale,In Stock,4.7,2339,-0.365948385
08-03-2025,Amazon,Watch,Apple Watch Ultra,New,799,78302,605.66,58198.61,0.242,Regular Sale,In Stock,4.8,4374,-0.364151314
08-03-2025,Flipkart,Watch,Apple Watch Ultra,New,799,78302,592.82,58367.73,0.258,Regular Sale,In Stock,4.8,4062,-0.36040291
08-03-2025,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,686.28,68544.5,0.141,Regular Sale,Low Stock,4.6,1789,-0.134843293
08-03-2025,Flipkart,Watch,Apple Watch Ultra 2,Referbished,799,78302,525.23,45115.5,0.343,Regular Sale,In Stock,4.3,1325,-0.654127533
08-03-2025,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,700.27,68988.89,0.124,Regular Sale,In Stock,4.3,2183,-0.124993759
08-03-2025,Amazon,Watch,Apple Watch Ultra 2,Referbished,799,78302,507.15,42779.34,0.365,Regular Sale,In Stock,4.3,1791,-0.705906571
08-03-2025,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,595.72,57624.79,0.404,Regular Sale,Out of Stock,4.7,3513,-0.376869556
08-03-2025,Amazon,Mac,MacBook Air M3 256GB,Referbished,1099,107702,858.16,73171.59,0.219,Regular Sale,Out of Stock,4.5,1953,-0.032287703
08-03-2025,Amazon,Mac,MacBook Air M3 256GB,New,1099,107702,1108.31,108295.44,-0.008,Regular Sale,Out of Stock,4.5,1822,0.746203133
08-03-2025,Flipkart,Mac,MacBook Air M3 256GB,Referbished,1099,107702,914.92,78084.24,0.168,Regular Sale,In Stock,4,718,0.076597087
08-03-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1716.43,170302.75,0.141,Regular Sale,Out of Stock,4.5,4637,2.120543433
08-03-2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1677.15,165166.1,0.161,Regular Sale,Low Stock,4.4,1840,2.006693871
08-03-2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1732.45,166395.27,0.133,Regular Sale,Low Stock,4.3,2720,2.033937399
08-03-2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1668.05,162408.76,0.166,Regular Sale,Out of Stock,4.3,3124,1.94557973
08-03-2025,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1777.76,173940.2,0.111,Regular Sale,In Stock,4.9,2996,2.201164478
08-03-2025,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,Referbished,1999,195902,1529.85,128589.32,0.235,Regular Sale,In Stock,4,2311,1.196000054
08-03-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1890.8,182477.78,0.054,Regular Sale,In Stock,4.2,1601,2.390392817
08-03-2025,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1892.16,183951.35,0.053,Regular Sale,In Stock,4.5,2533,2.423053267
08-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1983.48,194706.93,0.008,Regular Sale,In Stock,4.2,576,2.661441725
08-03-2025,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1969.97,192900.84,0.015,Regular Sale,In Stock,4.8,613,2.621411247
08-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1971.7,190734.71,0.014,Regular Sale,In Stock,4.3,403,2.573400783
08-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1997.52,193813.29,0.001,Regular Sale,In Stock,4.5,475,2.64163494
08-03-2025,Flipkart,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,149.2,12510.6,0.546,Regular Sale,Low Stock,4,6903,-1.376787943
08-03-2025,Amazon,iPad,iPad Air (4th Gen) 64GB,Referbished,599,58702,271.14,23265.6,0.547,Regular Sale,Out of Stock,4.3,7978,-1.13841234
08-03-2025,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,365.85,36111.41,0.389,Regular Sale,Out of Stock,4.7,8299,-0.853695677
08-03-2025,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,364.05,35668.28,0.392,Regular Sale,In Stock,4.4,3401,-0.863517284
08-03-2025,Amazon,iPad,iPad Air (5th Gen) 64GB,Referbished,599,58702,324.04,27402.35,0.459,Regular Sale,In Stock,3.8,1587,-1.046724727
08-03-2025,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,496.65,48132.73,0.378,Regular Sale,Low Stock,4.2,3332,-0.587253147
08-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,998.77,96479.28,0,Regular Sale,In Stock,4.8,1223,0.484307803
08-03-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,1002.5,97907.18,-0.004,Regular Sale,In Stock,4.6,1585,0.515956016
08-03-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,844.14,71594.95,0.155,Regular Sale,In Stock,4.5,531,-0.067232613
08-03-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,817.95,69036.21,0.181,Regular Sale,In Stock,4.4,988,-0.123944951
08-03-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,712.4,60293.25,0.287,Regular Sale,Out of Stock,4.4,1408,-0.317725366
08-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,992.12,95733.3,0.007,Regular Sale,In Stock,4.4,755,0.467773779
08-03-2025,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1015.91,99518.93,0.153,Regular Sale,In Stock,4.7,3969,0.55167911
08-03-2025,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Referbished,1199,117502,792.46,66047.77,0.339,Regular Sale,Low Stock,3.8,1951,-0.19018123
08-03-2025,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,472.05,47095.94,0.409,Regular Sale,Out of Stock,4.3,6972,-0.610232733
08-03-2025,Amazon,iPhone,iPhone 12 64GB,Referbished,799,78302,346.62,29478.32,0.566,Regular Sale,Out of Stock,3.9,7284,-1.000712584
08-03-2025,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,609.21,59049.82,0.39,Regular Sale,Low Stock,4.4,7234,-0.345284954
08-03-2025,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,593.85,57899.36,0.406,Regular Sale,Low Stock,4.2,7795,-0.370783941
08-03-2025,Amazon,iPhone,iPhone 13 Pro Max 256GB,Referbished,1199,117502,677.61,57821.3,0.435,Regular Sale,In Stock,3.9,2138,-0.372514075
08-03-2025,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,901.76,88509.62,0.248,Regular Sale,In Stock,4.3,3636,0.307666938
08-03-2025,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,905.25,88205.99,0.245,Regular Sale,Low Stock,4.4,3372,0.300937232
08-03-2025,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,891.63,88100.76,0.256,Regular Sale,Low Stock,4.5,4698,0.298604897
08-03-2025,Amazon,iPhone,iPhone 14 128GB,New,799,78302,601.99,58476.59,0.247,Regular Sale,In Stock,4.2,3144,-0.357990119
08-03-2025,Amazon,iPhone,iPhone 14 128GB,New,799,78302,590.3,58672.22,0.261,Regular Sale,In Stock,4.4,1271,-0.353654143
08-03-2025,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,796.96,78710.12,0.202,Regular Sale,In Stock,4.3,1348,0.090469195
08-03-2025,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,792.72,77927.97,0.206,Regular Sale,In Stock,4.3,3153,0.073133492
08-03-2025,Amazon,iPhone,iPhone 14 Pro 128GB,Referbished,999,97902,606.46,50565.57,0.393,Regular Sale,In Stock,4,2772,-0.533331278
08-03-2025,Amazon,iPhone,iPhone 14 Pro 128GB,Referbished,999,97902,637.62,53898.51,0.362,Regular Sale,In Stock,4.3,4690,-0.459459443
08-03-2025,Flipkart,iPhone,iPhone 15 128GB,Referbished,799,78302,528.29,44606.29,0.339,Regular Sale,In Stock,4,962,-0.665413748
08-03-2025,Amazon,iPhone,iPhone 15 Pro Max 256GB,Referbished,1199,117502,857.34,71563.08,0.285,Regular Sale,In Stock,4.2,1612,-0.067938985
08-03-2025,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,792.7,76996.47,0.008,Regular Sale,In Stock,4.9,966,0.052487572
08-03-2025,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,814.88,79190.73,-0.02,Regular Sale,In Stock,4.2,846,0.101121514
08-03-2025,Flipkart,iPhone,iPhone 16 128GB,New,799,78302,800.37,78525.13,-0.002,Regular Sale,In Stock,4.7,542,0.086369046
08-03-2025,Flipkart,iPhone,iPhone 16 128GB,Referbished,799,78302,598.91,50272.34,0.25,Regular Sale,In Stock,3.9,905,-0.539830477
08-03-2025,Amazon,iPhone,iPhone 16 128GB,Referbished,799,78302,651.47,54476.83,0.185,Regular Sale,In Stock,4.3,679,-0.446641463
08-03-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1093.63,107649.1,0.005,Regular Sale,In Stock,4.2,1001,0.731877546
08-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,Referbished,1099,107702,901.17,77970.2,0.18,Regular Sale,Out of Stock,4,562,0.074069485
08-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1113.18,108715.18,-0.013,Regular Sale,Low Stock,4.5,828,0.75550632
08-03-2025,Amazon,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1080.46,104105.63,0.017,Regular Sale,In Stock,4.7,609,0.653339489
08-03-2025,Flipkart,iPhone,iPhone 16 Pro 256GB,New,1099,107702,1094.87,106752.06,0.004,Regular Sale,In Stock,4.6,577,0.711995403
09-03-2025,Amazon,Watch,Apple Watch Series 6 ,New,429,42042,259.95,25957.75,0.394,Regular Sale,In Stock,4.8,7780,-1.078743081
09-03-2025,Flipkart,Watch,Apple Watch Series 6 ,New,429,42042,261.69,25870.87,0.39,Regular Sale,In Stock,4.4,3981,-1.080668704
09-03-2025,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,258.41,24885.05,0.398,Regular Sale,In Stock,4.8,4802,-1.102518582
09-03-2025,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,260.22,25446.2,0.393,Regular Sale,In Stock,4.7,1865,-1.09008116
09-03-2025,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,256.83,25212.07,0.401,Regular Sale,In Stock,4.7,4932,-1.095270456
09-03-2025,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,42042,323.67,32127.94,0.246,Regular Sale,In Stock,4.5,868,-0.941985967
09-03-2025,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,326.88,32355.81,0.238,Regular Sale,Out of Stock,4.8,1279,-0.936935418
09-03-2025,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,327.73,32191.55,0.236,Regular Sale,In Stock,4.5,2932,-0.940576104
09-03-2025,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,42042,326.03,31438.48,0.24,Regular Sale,Out of Stock,4.5,2765,-0.957267273
09-03-2025,Amazon,Watch,Apple Watch Series 9 (45mm),Referbished,429,42042,239.07,20243.37,0.443,Regular Sale,In Stock,4,1768,-1.205397547
09-03-2025,Flipkart,Watch,Apple Watch Series 9 (45mm),Referbished,429,42042,251.59,21595.24,0.414,Regular Sale,In Stock,4.5,1969,-1.175434476
09-03-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,430.18,42266.1,-0.003,Regular Sale,In Stock,4.5,310,-0.717282108
09-03-2025,Flipkart,Watch,Apple Watch Series X (45mm),New,429,42042,436.78,43236.41,-0.018,Regular Sale,In Stock,4.5,944,-0.695775996
09-03-2025,Flipkart,Watch,Apple Watch Series X (45mm),Referbished,429,42042,346.5,29663.15,0.192,Regular Sale,In Stock,3.9,723,-0.996615981
09-03-2025,Amazon,Watch,Apple Watch Series X (45mm),New,429,42042,423,41950.69,0.014,Regular Sale,In Stock,4.8,723,-0.724272907
09-03-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,699.6,69802.04,0.124,Regular Sale,In Stock,4.5,1488,-0.106970968
09-03-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,702.1,70111.7,0.121,Regular Sale,In Stock,4.3,2574,-0.100107612
09-03-2025,Flipkart,Watch,Apple Watch Ultra 2,New,799,78302,696.7,68874.14,0.128,Regular Sale,In Stock,4.7,1944,-0.127537097
09-03-2025,Amazon,Watch,Apple Watch Ultra 2,New,799,78302,697.43,68822.99,0.127,Regular Sale,In Stock,4.9,1281,-0.128670794
09-03-2025,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,593.6,58089.18,0.406,Regular Sale,Low Stock,4.5,6109,-0.366576739
09-03-2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1713.47,167344.23,0.143,Regular Sale,In Stock,4.4,2598,2.054970305
09-03-2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1677.95,165235.7,0.161,Regular Sale,Low Stock,4.8,6237,2.008236497
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1699.42,166463.55,0.15,Regular Sale,Out of Stock,4.8,3448,2.035450768
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1728.54,166085.33,0.135,Regular Sale,In Stock,4.9,4962,2.027067837
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Referbished,1999,195902,1479.22,127341.61,0.26,Regular Sale,In Stock,4,3455,1.168345603
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Referbished,1999,195902,1442.45,123874.21,0.278,Regular Sale,In Stock,4.1,4142,1.091493574
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,195902,1878.88,187395.73,0.06,Regular Sale,Low Stock,4.5,751,2.499395076
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,2019.29,196066.63,-0.01,Regular Sale,In Stock,4.7,427,2.691578342
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,1974.72,195399.15,0.012,Regular Sale,In Stock,4.4,424,2.676784204
09-03-2025,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,195902,2029.4,198513.51,-0.015,Regular Sale,Out of Stock,4.8,357,2.745811396
09-03-2025,Amazon,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,159.12,13423.07,0.516,Regular Sale,Low Stock,4.2,6620,-1.356563807
09-03-2025,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,200.4,19854.67,0.391,Regular Sale,In Stock,4.7,3238,-1.214012758
09-03-2025,Amazon,iPad,iPad (9th Gen) 64GB,Referbished,329,32242,145.24,12212.61,0.559,Regular Sale,Out of Stock,4.5,2531,-1.383392643
09-03-2025,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,198.73,19285.97,0.396,Regular Sale,Out of Stock,4.5,1988,-1.226617519
09-03-2025,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,353.9,34667.87,0.409,Regular Sale,Low Stock,4.7,2514,-0.885690537
09-03-2025,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,490.77,47580.16,0.386,Regular Sale,Out of Stock,4.2,4620,-0.599500401
09-03-2025,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,489.55,47133.23,0.387,Regular Sale,In Stock,4.5,5862,-0.609406231
09-03-2025,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,501.55,49760.61,0.372,Regular Sale,Low Stock,4.5,5635,-0.551172545
09-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,992.23,95310.13,0.007,Regular Sale,In Stock,4.7,1312,0.458394569
09-03-2025,Amazon,iPad,iPad Pro 11-inch (M4) 256GB,Referbished,999,97902,766.66,65819.09,0.233,Regular Sale,In Stock,4.3,685,-0.195249732
09-03-2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,97902,990.92,98971.06,0.008,Regular Sale,In Stock,4.4,528,0.539536028
09-03-2025,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,991.53,95762.3,0.173,Regular Sale,Out of Stock,4.8,4093,0.46841654
09-03-2025,Amazon,iPhone,iPhone 12 64GB,Referbished,799,78302,386.17,33037.87,0.517,Regular Sale,Low Stock,4.5,3866,-0.921818127
